cmd_id,order_line_id,carrier_id,quantity,create_user,create_time,update_user,update_time
5881,7797,C000052,1,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5882,7803,C000222,1,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5882,7807,C000222,1,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5882,7812,C000222,1,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5882,7816,C000222,1,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5883,7822,C000352,1,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5883,7825,C000352,1,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5883,7831,C000352,2,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5883,7831,C000353,1,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5884,7835,C000651,2,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5884,7841,C000651,1,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5884,7855,C000651,1,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5885,7884,C000741,1,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5885,7915,C000741,1,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5885,7944,C000741,1,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5885,7970,C000741,1,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5886,8046,C000830,1,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5886,8066,C000830,3,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5887,8078,C000861,1,Algorithm_Experiment,2026-02-03 17:43:21.766659,Algorithm_Experiment,2026-02-03 17:43:21.766659
5888,8081,C000911,1,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5888,8108,C000911,1,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5888,8243,C000911,1,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5888,8246,C000911,1,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5889,8250,C001042,1,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5889,8278,C001042,1,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5889,8326,C001042,2,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5890,8326,C001130,1,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5890,8339,C001130,3,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5890,8361,C001131,1,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5890,8407,C001131,1,Algorithm_Experiment,2026-02-03 17:43:23.800748,Algorithm_Experiment,2026-02-03 17:43:23.800748
5891,8409,C001261,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5891,8412,C001261,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5891,8416,C001261,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5891,8420,C001261,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5892,8499,C001410,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5892,8535,C001410,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5892,8628,C001410,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5892,8631,C001410,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5892,8663,C001412,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5892,8698,C001412,1,Algorithm_Experiment,2026-02-03 17:43:25.458285,Algorithm_Experiment,2026-02-03 17:43:25.458285
5893,8701,C001491,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5893,8713,C001491,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5893,8716,C001491,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5893,8726,C001491,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5894,8756,C001600,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5894,8826,C001600,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5894,8866,C001600,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5894,8928,C001600,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5895,8931,C001772,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5895,8944,C001772,1,Algorithm_Experiment,2026-02-03 17:43:26.735051,Algorithm_Experiment,2026-02-03 17:43:26.735051
5896,8947,C001811,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5896,8994,C001811,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5896,9123,C001811,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5896,9182,C001811,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5897,9290,C001823,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5897,9307,C001823,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5897,9393,C001823,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5897,9422,C001823,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5898,9422,C001970,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5898,9466,C001970,2,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5898,9544,C001970,1,Algorithm_Experiment,2026-02-03 17:43:28.389703,Algorithm_Experiment,2026-02-03 17:43:28.389703
5899,9595,C001992,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5899,9653,C001992,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5899,9700,C001992,2,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5900,9700,C002011,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5900,9705,C002011,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5900,9717,C002011,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5900,9797,C002011,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5901,9797,C002030,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5901,9810,C002030,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5901,9817,C002030,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5901,9830,C002030,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5902,9839,C002393,1,Algorithm_Experiment,2026-02-03 17:43:30.049051,Algorithm_Experiment,2026-02-03 17:43:30.049051
5903,10015,C002432,1,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5903,10076,C002432,1,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5903,10089,C002432,2,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5904,10111,C002513,3,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5904,10137,C002513,1,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5905,10159,C002551,1,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5905,10177,C002551,1,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5905,10180,C002551,1,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5905,10254,C002551,1,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5906,10364,C002592,1,Algorithm_Experiment,2026-02-03 17:43:32.086275,Algorithm_Experiment,2026-02-03 17:43:32.086275
5907,10407,C002671,2,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5907,10456,C002671,1,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5907,10492,C002671,1,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5908,10500,C002681,3,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5908,10558,C002681,1,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5909,10584,C002722,1,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5909,10616,C002722,1,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5909,10671,C002722,1,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5909,10678,C002722,1,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5910,10700,C002922,1,Algorithm_Experiment,2026-02-03 17:43:35.932384,Algorithm_Experiment,2026-02-03 17:43:35.932384
5911,10729,C003001,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
5911,10733,C003001,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
5911,10737,C003001,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
5911,10802,C003001,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
5912,10822,C003351,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
5912,10827,C003351,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
5912,10856,C003351,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
5912,10974,C003351,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
5913,11018,C003380,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
5913,11052,C003380,1,Algorithm_Experiment,2026-02-03 17:43:37.980927,Algorithm_Experiment,2026-02-03 17:43:37.980927
