order_line_id,order_no,material_id,quantity,dest_position,dest_storage_id,update_user,update_time,scenario
14302,0,MPP3456,1,,,,2026-01-26 08:17:48.119523,large_peak
14301,0,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
14300,0,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,large_peak
14299,0,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
627,0,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,small_uni
7639,0,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
5156,0,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
7640,0,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,mid_peak
7641,0,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
12396,0,KH193Y,17,,,,2026-01-26 08:17:48.119523,large_uni
12395,0,KH193B,7,,,,2026-01-26 08:17:48.119523,large_uni
12394,0,CH092,1,,,,2026-01-26 08:17:48.119523,large_uni
5155,0,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,mid_peak
5154,0,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
1017,0,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,small_uni
1351,0,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_peak
1350,0,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_peak
1349,0,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_peak
10642,0,KH193Y,17,,,,2026-01-26 08:17:48.119523,large_uni
10641,0,KH193B,7,,,,2026-01-26 08:17:48.119523,large_uni
10640,0,CH092,1,,,,2026-01-26 08:17:48.119523,large_uni
1348,0,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_peak
5110,0,KPB2301W,10,,,,2026-01-26 08:17:48.119523,mid_uni
5109,0,KPB2300W,10,,,,2026-01-26 08:17:48.119523,mid_uni
2605,0,KPB2300W,10,,,,2026-01-26 08:17:48.119523,mid_uni
2606,0,KPB2301W,10,,,,2026-01-26 08:17:48.119523,mid_uni
6738,0,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
1760,1,MPP3456,1,,,,2026-01-26 08:17:48.119523,small_peak
1762,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_peak
1763,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_peak
1764,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_peak
12377,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
12376,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
8985,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
12375,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_uni
3,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,small_uni
6518,1,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
6519,1,REP10,3,,,,2026-01-26 08:17:48.119523,mid_peak
4282,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
4283,1,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
4284,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_uni
4285,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
4286,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
4026,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
4025,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
4024,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_uni
4023,1,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
4022,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
2611,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
5074,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
5075,1,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
5076,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_uni
5077,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
2610,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
2609,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_uni
5078,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
2608,1,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
2607,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
14690,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
14689,1,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,large_peak
14688,1,WD117,1,,,,2026-01-26 08:17:48.119523,large_peak
1352,1,MPP3456,1,,,,2026-01-26 08:17:48.119523,small_peak
1353,1,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_peak
8286,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
8285,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
8284,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_uni
5157,1,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
5158,1,REP10,3,,,,2026-01-26 08:17:48.119523,mid_peak
16951,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
16950,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
16949,1,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,large_peak
16948,1,WD117,1,,,,2026-01-26 08:17:48.119523,large_peak
1354,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_peak
1355,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_peak
11268,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_uni
11269,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
11270,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
1356,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_peak
6914,1,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
6915,1,REP10,3,,,,2026-01-26 08:17:48.119523,mid_peak
11483,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_uni
11484,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
11485,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
2172,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_peak
2171,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_peak
2170,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_peak
2169,1,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_peak
2168,1,MPP3456,1,,,,2026-01-26 08:17:48.119523,small_peak
5,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_uni
4,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_uni
11629,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_uni
5421,1,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
5422,1,REP10,3,,,,2026-01-26 08:17:48.119523,mid_peak
5475,1,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
11630,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
11631,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
5476,1,REP10,3,,,,2026-01-26 08:17:48.119523,mid_peak
3887,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
716,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_uni
715,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_uni
714,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,small_uni
7738,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
7737,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
7736,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_uni
3886,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
8986,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
3885,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_uni
16390,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
16389,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
16388,1,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,large_peak
16387,1,WD117,1,,,,2026-01-26 08:17:48.119523,large_peak
3884,1,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
3883,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
14691,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
13299,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
13298,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
14473,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
14472,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
13297,1,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,large_peak
13296,1,WD117,1,,,,2026-01-26 08:17:48.119523,large_peak
12995,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
12994,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
12993,1,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,large_peak
12992,1,WD117,1,,,,2026-01-26 08:17:48.119523,large_peak
7181,1,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
7182,1,REP10,3,,,,2026-01-26 08:17:48.119523,mid_peak
15797,1,WD117,1,,,,2026-01-26 08:17:48.119523,large_peak
15798,1,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,large_peak
15799,1,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
15800,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
12115,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_uni
12116,1,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
12117,1,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
8984,1,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_uni
14471,1,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,large_peak
14470,1,WD117,1,,,,2026-01-26 08:17:48.119523,large_peak
1761,1,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_peak
37,10,REP15,1,,,,2026-01-26 08:17:48.119523,small_uni
17275,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
17274,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
17273,10,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_peak
5833,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
5832,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
5903,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
5831,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
5830,10,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
5904,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
8344,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
8343,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
8342,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
8341,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
5905,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
15258,10,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_peak
6675,10,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
9407,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
9406,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
9405,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
10771,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
10772,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
2462,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_peak
2461,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_peak
2460,10,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,small_peak
10773,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
10774,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
8313,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
8312,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
8311,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
8310,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
1102,10,REP10,3,,,,2026-01-26 08:17:48.119523,small_uni
1101,10,KPB2301W,1,,,,2026-01-26 08:17:48.119523,small_uni
8275,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
8274,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
9404,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
8273,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
8272,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
5181,10,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
5182,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
680,10,KIHP1157,3,,,,2026-01-26 08:17:48.119523,small_uni
679,10,REP15,1,,,,2026-01-26 08:17:48.119523,small_uni
678,10,REP10,3,,,,2026-01-26 08:17:48.119523,small_uni
5183,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
5184,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
677,10,KPB2301W,1,,,,2026-01-26 08:17:48.119523,small_uni
38,10,KIHP1157,3,,,,2026-01-26 08:17:48.119523,small_uni
36,10,REP10,3,,,,2026-01-26 08:17:48.119523,small_uni
13025,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
13024,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
888,10,KPB2301W,1,,,,2026-01-26 08:17:48.119523,small_uni
889,10,REP10,3,,,,2026-01-26 08:17:48.119523,small_uni
890,10,REP15,1,,,,2026-01-26 08:17:48.119523,small_uni
6887,10,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
13760,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
13759,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
13758,10,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_peak
6888,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
6889,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
6890,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
13023,10,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_peak
12408,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
1383,10,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,small_peak
1384,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_peak
1385,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_peak
35,10,KPB2301W,1,,,,2026-01-26 08:17:48.119523,small_uni
7978,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
7977,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
7976,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
7975,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
7860,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
7859,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
7858,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
7857,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
12682,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
891,10,KIHP1157,3,,,,2026-01-26 08:17:48.119523,small_uni
11905,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
11906,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
11907,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
11908,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
1474,10,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,small_peak
1475,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_peak
1476,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_peak
12406,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
7765,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
7764,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
7763,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
7762,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
12407,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
1104,10,KIHP1157,3,,,,2026-01-26 08:17:48.119523,small_uni
1103,10,REP15,1,,,,2026-01-26 08:17:48.119523,small_uni
5541,10,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
5542,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
5543,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
5544,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
15954,10,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,large_peak
15955,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
15956,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
12405,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
15260,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
15259,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
6678,10,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
6677,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
8531,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
8530,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
8529,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
8528,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
10050,10,J046,1,,,,2026-01-26 08:17:48.119523,large_uni
10051,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
10052,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
10053,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
4594,10,IAM2706,10,,,,2026-01-26 08:17:48.119523,mid_uni
4593,10,WD117,1,,,,2026-01-26 08:17:48.119523,mid_uni
2679,10,IAM2706,10,,,,2026-01-26 08:17:48.119523,mid_uni
2678,10,WD117,1,,,,2026-01-26 08:17:48.119523,mid_uni
2639,10,IAM2706,10,,,,2026-01-26 08:17:48.119523,mid_uni
2638,10,WD117,1,,,,2026-01-26 08:17:48.119523,mid_uni
12685,10,KPB2301W,2,,,,2026-01-26 08:17:48.119523,large_uni
12684,10,KPB2300W,5,,,,2026-01-26 08:17:48.119523,large_uni
12683,10,WD117,1,,,,2026-01-26 08:17:48.119523,large_uni
1916,10,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_peak
1915,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_peak
1914,10,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,small_peak
5902,10,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
6676,10,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
7048,100,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_peak
8159,100,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
451,100,BSF6590,1,,,,2026-01-26 08:17:48.119523,small_uni
452,100,CUH20B-1,25,,,,2026-01-26 08:17:48.119523,small_uni
4304,100,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_uni
17103,100,CUH5305,16,,,,2026-01-26 08:17:48.119523,large_peak
17102,100,DSS7691,1,,,,2026-01-26 08:17:48.119523,large_peak
610,100,BSF6590,1,,,,2026-01-26 08:17:48.119523,small_uni
12423,100,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
12233,100,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
12422,100,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
12232,100,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
12421,100,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
2029,100,WD117,1,,,,2026-01-26 08:17:48.119523,small_peak
10489,100,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
4639,100,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_uni
10490,100,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
10497,100,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
1783,100,WD117,1,,,,2026-01-26 08:17:48.119523,small_peak
611,100,CUH20B-1,25,,,,2026-01-26 08:17:48.119523,small_uni
10498,100,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
4640,100,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
5855,100,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_peak
4641,100,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
5854,100,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
5853,100,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
3511,100,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_uni
16992,100,CUH5305,16,,,,2026-01-26 08:17:48.119523,large_peak
16991,100,DSS7691,1,,,,2026-01-26 08:17:48.119523,large_peak
3512,100,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
3513,100,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
1782,100,CG1336,14,,,,2026-01-26 08:17:48.119523,small_peak
